,image_name,label
1271,904_427_B,B
1272,153_75_S,S
1273,1543_740_S,S
1274,2229_1051_S,S
1275,73_34_B,B
1276,2025_954_B,B
1277,152_75_S,S
1278,1739_826_S,S
1279,281_130_B,B
1280,2445_1164_B,B
1281,1184_560_S,S
1282,1732_822_S,S
1283,2587_1242_B,B
1284,2572_1239_S,S
1285,238_113_B,B
1286,2516_1208_B,B
1287,2171_1025_B,B
1288,543_263_S,S
1289,142_69_B,B
1290,627_298_B,B
1291,2151_1016_S,S
1292,1580_758_B,B
1293,2187_1031_S,S
1294,1760_834_S,S
1295,505_248_S,S
1296,2542_1221_B,B
1297,1162_548_B,B
1298,1138_535_S,S
1299,1894_900_S,S
1300,723_339_S,S
1301,1528_730_B,B
1302,2480_1184_S,S
1303,1666_795_B,B
1304,1910_904_S,S
1305,1273_598_B,B
1306,2061_972_S,S
1307,2144_1011_S,S
1308,1166_550_B,B
1309,1664_794_S,S
1310,2164_1022_B,B
1311,880_414_S,S
1312,2488_1188_B,B
1313,721_338_B,B
1314,1426_678_B,B
1315,1871_890_B,B
1316,1912_905_B,B
1317,1301_613_B,B
1318,1975_931_S,S
1319,488_237_S,S
1320,283_131_S,S
1321,2365_1125_B,B
1322,1636_782_S,S
1323,1079_507_B,B
1324,449_222_S,S
1325,767_356_B,B
1326,541_262_B,B
1327,2459_1171_B,B
1328,664_312_S,S
1329,569_274_B,B
1330,1020_476_S,S
1331,2589_1244_S,S
1332,933_441_B,B
1333,484_236_S,S
1334,1462_698_B,B
1335,668_313_S,S
1336,1345_635_S,S
1337,351_172_S,S
1338,1774_840_S,S
1339,1526_730_S,S
1340,1087_513_S,S
1341,1049_488_B,B
1342,1195_562_S,S
1343,557_269_B,B
1344,836_389_B,B
1345,421_206_B,B
1346,1317_623_S,S
1347,1647_786_S,S
1348,1799_857_S,S
1349,2337_1106_B,B
1350,688_322_S,S
1351,1306_616_B,B
1352,805_374_S,S
1353,2377_1130_B,B
1354,269_125_B,B
1355,1324_625_S,S
1356,1480_707_B,B
1357,2466_1177_B,B
1358,2070_976_B,B
1359,1992_938_S,S
1360,2136_1007_S,S
1361,1243_583_B,B
1362,2175_1026_S,S
1363,1446_689_S,S
1364,1565_750_S,S
1365,596_287_S,S
1366,2315_1095_B,B
1367,1281_605_S,S
1368,677_317_S,S
1369,251_121_S,S
1370,1697_808_B,B
1371,1112_524_S,S
1372,857_399_B,B
1373,2190_1033_B,B
1374,2275_1072_S,S
1375,1852_884_S,S
1376,367_181_B,B
1377,424_208_B,B
1378,631_299_S,S
1379,2127_1005_S,S
1380,472_231_S,S
1381,1967_928_B,B
1382,571_275_B,B
1383,1255_588_B,B
1384,1984_933_S,S
1385,901_425_B,B
1386,2574_1239_B,B
1387,67_31_B,B
1388,17_8_S,S
1389,565_273_S,S
1390,483_235_B,B
1391,288_133_B,B
1392,2358_1120_B,B
1393,986_465_S,S
1394,1051_489_B,B
1395,607_291_S,S
1396,124_60_S,S
1397,1628_778_S,S
1398,1233_579_B,B
1399,2089_985_B,B
1400,1950_923_B,B
1401,1547_741_S,S
1402,1510_721_S,S
1403,1329_627_S,S
1404,1178_557_B,B
1405,742_344_S,S
1406,1173_553_B,B
1407,1261_592_B,B
1408,1671_797_S,S
1409,2597_1247_S,S
1410,1817_867_S,S
1411,2078_981_S,S
1412,2511_1205_S,S
1413,1015_476_S,S
1414,2513_1206_S,S
1415,2310_1091_B,B
1416,177_83_B,B
1417,2362_1124_S,S
1418,279_128_B,B
1419,20_8_B,B
1420,1455_695_S,S
1421,1584_762_S,S
1422,770_358_S,S
1423,2417_1152_B,B
1424,1714_816_S,S
1425,1062_496_B,B
1426,394_197_S,S
1427,531_258_B,B
1428,2085_984_B,B
1429,2109_995_B,B
1430,1957_926_B,B
1431,439_218_S,S
1432,2338_1107_B,B
1433,2120_1002_S,S
1434,871_409_B,B
1435,1533_733_S,S
1436,1380_655_S,S
1437,971_461_S,S
1438,1961_928_S,S
1439,320_152_S,S
1440,1012_475_B,B
1441,420_205_B,B
1442,2420_1154_S,S
1443,860_401_S,S
1444,1067_498_B,B
1445,1046_487_S,S
1446,703_329_B,B
1447,1757_833_S,S
1448,909_429_B,B
1449,2009_945_S,S
1450,626_297_B,B
1451,1006_473_S,S
1452,727_340_S,S
1453,162_77_B,B
1454,1141_537_B,B
1455,51_23_S,S
1456,1707_813_S,S
1457,493_240_B,B
1458,50_23_S,S
1459,498_244_B,B
1460,905_428_B,B
1461,924_437_S,S
1462,1348_637_S,S
1463,1881_897_S,S
1464,2057_969_B,B
1465,766_355_B,B
1466,821_381_B,B
1467,540_261_B,B
1468,336_162_B,B
1469,612_292_S,S
1470,1583_761_B,B
1471,2318_1097_B,B
1472,869_408_B,B
1473,1913_906_B,B
1474,2476_1183_S,S
1475,1114_524_B,B
1476,257_121_B,B
1477,1361_643_S,S
1478,2387_1135_S,S
1479,628_299_S,S
1480,926_438_B,B
1481,2433_1157_S,S
1482,1924_910_S,S
1483,1784_845_B,B
1484,2543_1222_B,B
1485,79_40_B,B
1486,1877_894_B,B
1487,1366_644_S,S
1488,2091_986_B,B
1489,997_470_S,S
1490,1307_617_B,B
1491,1118_527_B,B
1492,1740_826_B,B
1493,556_268_B,B
1494,1827_872_S,S
1495,808_374_S,S
1496,1427_679_B,B
1497,81_42_S,S
1498,2152_1016_S,S
1499,2422_1155_S,S
1500,1148_542_B,B
1501,2205_1041_S,S
1502,1491_712_B,B
1503,1167_551_B,B
1504,1897_900_B,B
1505,506_248_B,B
1506,2571_1239_S,S
1507,1602_767_S,S
1508,1907_902_S,S
1509,393_196_B,B
1510,210_95_B,B
1511,2499_1197_S,S
1512,2114_998_B,B
1513,2046_963_S,S
1514,2321_1099_B,B
1515,2461_1172_B,B
1516,1403_668_S,S
1517,1641_784_B,B
1518,2262_1067_B,B
1519,348_172_S,S
1520,935_443_S,S
1521,2122_1003_S,S
1522,680_317_B,B
1523,1359_643_S,S
1524,716_337_S,S
1525,2240_1057_S,S
1526,877_412_S,S
1527,2309_1091_S,S
1528,2564_1234_B,B
1529,2595_1246_S,S
1530,1562_748_B,B
1531,1621_773_B,B
1532,1210_569_B,B
1533,331_158_B,B
1534,1242_582_B,B
1535,696_327_S,S
1536,1834_877_S,S
1537,956_458_S,S
1538,2071_977_B,B
1539,2239_1056_B,B
1540,2094_988_B,B
1541,2467_1178_B,B
1542,856_398_B,B
1543,22_10_B,B
1544,425_209_B,B
1545,366_180_B,B
1546,832_386_B,B
1547,450_222_S,S
1548,1914_907_S,S
1549,1999_940_B,B
1550,1018_476_S,S
1551,2339_1108_B,B
1552,2340_1109_S,S
1553,732_341_S,S
1554,889_419_S,S
1555,2064_972_S,S
1556,2471_1180_B,B
1557,2391_1136_B,B
1558,1502_718_S,S
1559,519_253_S,S
1560,699_328_B,B
1561,467_229_S,S
1562,2225_1050_S,S
1563,141_68_B,B
1564,2108_994_B,B
1565,1657_790_S,S
1566,620_295_S,S
1567,2053_966_B,B
1568,1782_845_S,S
1569,515_252_S,S
1570,1751_831_B,B
1571,2134_1006_S,S
1572,654_307_S,S
1573,2507_1202_S,S
1574,2372_1129_S,S
1575,1695_807_S,S
1576,2010_945_S,S
1577,2277_1073_S,S
1578,1386_657_B,B
1579,456_224_S,S
1580,492_239_B,B
1581,226_105_S,S
1582,2563_1233_B,B
1583,1995_939_B,B
1584,776_361_S,S
1585,2020_952_S,S
1586,1323_624_B,B
1587,1773_839_B,B
1588,392_195_B,B
1589,1730_821_B,B
1590,1596_766_S,S
1591,499_245_B,B
1592,1115_525_B,B
1593,735_342_B,B
1594,2454_1168_B,B
1595,41_19_B,B
1596,356_175_S,S
1597,337_163_B,B
1598,1029_480_B,B
1599,2380_1132_S,S
1600,249_119_B,B
1601,326_156_S,S
1602,1582_760_B,B
1603,2118_1001_S,S
1604,1631_778_S,S
1605,1555_745_S,S
1606,2258_1065_B,B
1607,1509_721_S,S
1608,2036_959_S,S
1609,1224_575_S,S
1610,1749_830_B,B
1611,32_15_S,S
1612,1390_661_B,B
1613,2494_1193_B,B
1614,1668_797_S,S
1615,2_1_B,B
1616,462_227_S,S
1617,1075_504_B,B
1618,1140_536_B,B
1619,760_351_B,B
1620,412_204_S,S
1621,846_393_S,S
1622,1785_846_B,B
1623,1811_865_B,B
1624,166_79_S,S
1625,230_108_B,B
1626,814_378_S,S
1627,1979_932_S,S
1628,507_249_S,S
1629,1614_771_S,S
1630,1432_683_B,B
1631,1332_628_S,S
1632,1439_687_B,B
1633,1199_563_B,B
1634,1149_543_S,S
1635,1286_606_S,S
1636,670_314_S,S
1637,1559_746_B,B
1638,1250_586_S,S
1639,2592_1245_S,S
1640,87_45_B,B
1641,344_168_B,B
1642,1410_670_S,S
1643,57_26_B,B
1644,374_184_S,S
1645,1277_602_B,B
1646,2479_1184_S,S
1647,314_148_B,B
1648,378_185_S,S
1649,2531_1214_B,B
1650,2418_1153_S,S
1651,2367_1126_S,S
1652,2054_967_B,B
1653,1093_515_S,S
1654,2297_1084_S,S
1655,927_439_S,S
1656,12_4_B,B
1657,710_335_S,S
1658,589_283_B,B
1659,1013_476_S,S
1660,1136_535_S,S
1661,1497_716_S,S
1662,1692_806_S,S
1663,2382_1133_B,B
1664,1741_827_S,S
1665,2546_1224_S,S
1666,2211_1045_B,B
1667,170_80_B,B
1668,2236_1055_S,S
1669,1887_897_S,S
1670,2583_1241_B,B
1671,1563_749_S,S
1672,2347_1113_S,S
1673,1488_712_S,S
1674,1876_893_B,B
1675,683_320_S,S
1676,2561_1232_S,S
1677,758_351_S,S
1678,964_459_S,S
1679,833_387_S,S
1680,896_422_B,B
1681,614_292_S,S
1682,582_281_S,S
1683,1744_829_S,S
1684,1106_519_B,B
1685,1541_739_S,S
1686,2095_989_S,S
1687,1310_620_S,S
1688,754_350_S,S
1689,502_247_S,S
1690,2263_1068_S,S
1691,818_380_S,S
1692,1388_659_B,B
1693,752_349_B,B
1694,1769_837_B,B
1695,2220_1049_S,S
1696,2496_1194_B,B
1697,2115_999_S,S
1698,265_124_S,S
1699,690_323_B,B
1700,2282_1074_B,B
1701,1802_859_B,B
1702,1358_642_B,B
1703,341_166_B,B
1704,2393_1137_S,S
1705,934_442_B,B
1706,1569_751_B,B
1707,1123_529_B,B
1708,125_60_B,B
1709,2255_1065_S,S
1710,2412_1149_B,B
1711,840_391_S,S
1712,340_165_B,B
1713,1343_635_S,S
1714,2105_994_S,S
1715,1560_747_B,B
1716,2161_1020_B,B
1717,1680_800_S,S
1718,954_457_S,S
1719,1483_709_B,B
1720,2501_1197_B,B
1721,969_460_B,B
1722,637_301_S,S
1723,803_374_S,S
1724,2602_1250_B,B
1725,1840_879_S,S
1726,1477_705_B,B
1727,2199_1040_S,S
1728,2456_1170_S,S
1729,1916_908_S,S
1730,2398_1139_B,B
1731,2415_1151_S,S
1732,1808_865_S,S
1733,1779_844_S,S
1734,1396_663_B,B
1735,1193_562_S,S
1736,304_143_S,S
1737,2534_1216_S,S
1738,176_83_S,S
1739,1662_794_S,S
1740,1355_640_B,B
1741,2195_1037_S,S
1742,826_382_B,B
1743,1074_503_B,B
1744,1297_611_S,S
1745,1973_931_S,S
1746,1128_532_S,S
1747,518_252_B,B
1748,1291_608_B,B
1749,318_150_B,B
1750,1538_737_B,B
1751,285_131_S,S
1752,2099_991_S,S
1753,1858_885_S,S
1754,474_231_S,S
1755,197_89_S,S
1756,1982_933_S,S
1757,1309_619_B,B
1758,196_89_S,S
1759,1619_773_S,S
1760,2520_1209_S,S
1761,2517_1209_S,S
1762,2378_1131_S,S
1763,183_86_B,B
1764,2186_1030_B,B
1765,563_273_S,S
1766,231_109_S,S
1767,1687_803_B,B
1768,444_220_B,B
1769,547_264_S,S
1770,135_65_S,S
1771,134_65_S,S
1772,890_419_B,B
1773,1276_601_B,B
1774,2525_1212_B,B
1775,2218_1048_S,S
1776,2323_1100_S,S
1777,536_260_S,S
1778,1854_884_S,S
1779,2228_1050_B,B
1780,2329_1103_B,B
1781,685_320_B,B
1782,761_352_S,S
1783,1463_699_S,S
1784,237_112_B,B
1785,200_89_B,B
1786,1978_931_B,B
1787,745_345_S,S
1788,315_149_B,B
1789,2233_1053_S,S
1790,953_456_B,B
1791,2074_979_S,S
1792,138_66_B,B
1793,853_396_S,S
1794,1470_704_S,S
1795,2150_1015_B,B
1796,1316_622_B,B
1797,2300_1085_S,S
1798,2207_1042_B,B
1799,1391_662_S,S
1800,2041_960_S,S
1801,910_430_S,S
1802,2246_1060_B,B
1803,303_142_B,B
1804,2062_972_S,S
1805,2556_1229_S,S
1806,1229_577_B,B
1807,2584_1242_S,S
1808,1208_568_S,S
1809,619_294_B,B
1810,1763_834_S,S
1811,2428_1156_S,S
1812,1335_630_B,B
1813,1198_562_B,B
1814,1065_497_B,B
1815,1438_686_B,B
1816,691_324_S,S
1817,1928_911_B,B
1818,345_169_B,B
1819,206_93_S,S
1820,2183_1029_S,S
1821,207_93_S,S
1822,2541_1221_S,S
1823,289_134_B,B
1824,1731_822_S,S
1825,38_17_B,B
1826,917_433_B,B
1827,1222_575_S,S
1828,1459_696_B,B
1829,1768_836_B,B
1830,1352_639_S,S
1831,1433_684_S,S
1832,1041_486_S,S
1833,2405_1143_B,B
1834,46_21_S,S
1835,396_198_S,S
1836,47_21_S,S
1837,641_302_S,S
1838,1568_750_B,B
1839,1001_472_S,S
1840,430_213_S,S
1841,1157_546_S,S
1842,2493_1192_B,B
1843,414_204_S,S
1844,1725_819_B,B
1845,1266_595_S,S
1846,1174_554_S,S
1847,568_273_B,B
1848,494_241_B,B
1849,579_280_B,B
1850,1150_543_S,S
1851,2117_1000_B,B
1852,1673_798_S,S
1853,1652_787_B,B
1854,418_205_S,S
1855,2102_993_S,S
1856,810_375_B,B
1857,1409_670_S,S
1858,102_51_B,B
1859,34_16_S,S
1860,897_423_B,B
1861,291_135_B,B
1862,35_16_S,S
1863,241_115_S,S
1864,1180_558_S,S
1865,250_120_B,B
1866,10_3_B,B
1867,1280_604_B,B
1868,1931_913_B,B
1869,1063_497_S,S
1870,1728_820_S,S
1871,185_87_S,S
1872,1400_666_S,S
1873,2033_957_B,B
1874,1200_564_S,S
1875,2215_1048_S,S
1876,2125_1004_B,B
1877,184_87_S,S
1878,495_242_B,B
1879,1701_811_S,S
1880,791_368_B,B
1881,1532_732_B,B
1882,1846_880_S,S
1883,2155_1017_S,S
1884,1217_573_B,B
1885,2208_1043_B,B
1886,129_63_S,S
1887,1591_765_S,S
1888,319_151_B,B
1889,647_304_S,S
1890,262_123_S,S
1891,1901_902_S,S
1892,1604_767_S,S
1893,811_376_B,B
1894,827_383_B,B
1895,2202_1040_S,S
1896,1990_937_S,S
1897,1922_910_S,S
1898,2004_943_S,S
1899,2177_1027_B,B
1900,719_338_S,S
1901,1036_484_S,S
1902,1482_708_B,B
1903,201_90_B,B
1904,1465_699_B,B
1905,1546_740_B,B
1906,1328_626_B,B
1907,146_72_B,B
1908,1244_584_S,S
1909,2581_1240_B,B
1910,2250_1063_S,S
1911,442_219_B,B
1912,1239_581_S,S
1913,1458_695_B,B
1914,28_14_B,B
1915,2544_1223_B,B
1916,2104_993_B,B
1917,2319_1098_S,S
1918,1675_798_B,B
1919,1951_924_B,B
1920,1868_889_S,S
1921,1929_912_B,B
1922,1441_688_S,S
1923,1460_697_B,B
1924,2600_1248_B,B
1925,2068_975_S,S
1926,1945_922_S,S
1927,1826_871_B,B
1928,309_145_B,B
1929,1505_720_B,B
1930,1101_518_S,S
1931,1743_828_B,B
1932,108_53_B,B
1933,1778_843_B,B
1934,1397_664_S,S
1935,1891_898_B,B
1936,992_467_B,B
1937,2590_1244_S,S
1938,295_138_B,B
1939,1330_627_B,B
1940,406_202_S,S
1941,1949_923_S,S
1942,192_87_B,B
1943,2528_1214_S,S
1944,25_13_B,B
1945,2576_1240_S,S
1946,1354_639_B,B
1947,1988_936_S,S
1948,382_187_B,B
1949,1424_677_B,B
1950,33_15_B,B
1951,1308_618_B,B
1952,2354_1116_B,B
1953,245_118_S,S
1954,1723_819_S,S
1955,445_221_B,B
1956,1864_888_S,S
1957,400_199_S,S
1958,2280_1073_S,S
1959,167_79_B,B
1960,2468_1179_S,S
1961,952_455_B,B
1962,981_464_S,S
1963,1686_802_B,B
1964,600_290_S,S
1965,1099_517_S,S
1966,2453_1168_S,S
1967,78_39_B,B
1968,1447_689_S,S
1969,1325_625_S,S
1970,662_311_B,B
1971,1517_727_S,S
1972,2351_1115_B,B
1973,114_56_S,S
1974,886_417_B,B
1975,23_11_B,B
1976,1853_884_S,S
1977,615_292_B,B
1978,583_281_B,B
1979,676_317_S,S
1980,553_267_B,B
1981,965_459_B,B
1982,1113_524_S,S
1983,473_231_S,S
1984,1422_676_B,B
1985,2289_1079_B,B
1986,630_299_S,S
1987,1939_918_B,B
1988,503_247_B,B
1989,709_334_B,B
1990,819_380_B,B
1991,2019_952_S,S
1992,2536_1216_B,B
1993,1553_744_B,B
1994,1311_620_B,B
1995,564_273_S,S
1996,2330_1104_S,S
1997,1122_529_S,S
1998,1095_516_S,S
1999,2566_1236_B,B
2000,987_465_S,S
2001,1124_530_B,B
2002,606_291_S,S
2003,1626_777_B,B
2004,2082_982_B,B
2005,2141_1010_B,B
2006,867_407_S,S
2007,2360_1122_B,B
2008,1558_746_S,S
2009,2290_1080_B,B
2010,478_233_B,B
2011,1615_771_B,B
2012,881_414_S,S
2013,527_256_S,S
2014,1333_628_B,B
2015,2131_1005_B,B
2016,2599_1248_S,S
2017,448_222_S,S
2018,157_76_B,B
2019,1974_931_S,S
2020,2278_1073_S,S
2021,590_284_B,B
2022,1534_733_B,B
2023,1504_719_B,B
2024,282_131_S,S
2025,2266_1069_S,S
2026,2231_1051_B,B
2027,3_2_S,S
2028,1344_635_S,S
2029,2559_1230_B,B
2030,2169_1025_S,S
2031,139_67_S,S
2032,485_236_S,S
2033,379_185_B,B
2034,1646_786_S,S
2035,1798_857_S,S
2036,2474_1183_S,S
2037,804_374_S,S
2038,350_172_S,S
2039,2285_1076_B,B
2040,1693_806_B,B
2041,947_451_B,B
2042,2269_1071_S,S
2043,1527_730_S,S
2044,1086_513_S,S
2045,652_306_B,B
2046,1194_562_S,S
2047,588_283_S,S
2048,578_279_B,B
2049,753_350_S,S
2050,1047_487_S,S
2051,970_461_S,S
2052,1381_655_S,S
2053,1081_509_B,B
2054,1960_928_S,S
2055,1859_885_B,B
2056,1435_685_S,S
2057,113_55_B,B
2058,475_231_B,B
2059,2027_956_S,S
2060,726_340_S,S
2061,2441_1162_B,B
2062,2138_1008_S,S
2063,1756_833_S,S
2064,512_250_B,B
2065,1737_825_B,B
2066,2008_945_S,S
2067,2395_1138_S,S
2068,1007_473_S,S
2069,1880_897_S,S
2070,1832_876_B,B
2071,2159_1019_B,B
2072,748_346_B,B
2073,1706_813_S,S
2074,684_320_S,S
2075,40_18_B,B
2076,942_446_B,B
2077,1360_643_S,S
2078,963_459_S,S
2079,977_464_S,S
2080,1712_815_B,B
2081,1258_590_B,B
2082,613_292_S,S
2083,132_65_S,S
2084,1057_493_S,S
2085,299_140_S,S
2086,968_460_S,S
2087,133_65_S,S
2088,1484_710_B,B
2089,1670_797_S,S
2090,1816_867_S,S
2091,955_457_B,B
2092,2473_1182_B,B
2093,147_73_S,S
2094,150_75_S,S
2095,1629_778_S,S
2096,841_391_B,B
2097,151_75_S,S
2098,2326_1101_S,S
2099,1014_476_S,S
2100,29_15_S,S
2101,1917_908_B,B
2102,2434_1157_B,B
2103,2486_1187_B,B
2104,188_87_S,S
2105,1476_705_S,S
2106,189_87_S,S
2107,1454_695_S,S
2108,771_358_S,S
2109,1613_771_S,S
2110,1765_835_S,S
2111,1715_816_S,S
2112,2166_1024_S,S
2113,305_143_B,B
2114,739_344_S,S
2115,2388_1135_S,S
2116,1290_608_S,S
2117,1800_857_B,B
2118,373_184_S,S
2119,128_62_B,B
2120,1248_584_B,B
2121,598_288_B,B
2122,61_28_S,S
2123,916_433_S,S
2124,2047_963_S,S
2125,479_234_S,S
2126,66_30_B,B
2127,2083_983_B,B
2128,1724_819_S,S
2129,2464_1175_B,B
2130,2227_1050_S,S
2131,717_337_S,S
2132,349_172_S,S
2133,431_213_B,B
2134,1125_531_B,B
2135,311_147_S,S
2136,859_401_S,S
2137,1835_877_S,S
2138,957_458_S,S
2139,876_412_S,S
2140,1031_482_B,B
2141,922_436_B,B
2142,436_216_B,B
2143,1267_595_B,B
2144,1175_554_B,B
2145,552_266_B,B
2146,451_222_S,S
2147,221_103_S,S
2148,9_3_S,S
2149,290_135_S,S
2150,2003_943_S,S
2151,2075_979_B,B
2152,2402_1141_B,B
2153,938_444_B,B
2154,236_112_S,S
2155,629_299_S,S
2156,429_212_B,B
2157,911_430_B,B
2158,946_450_B,B
2159,780_363_B,B
2160,11_4_S,S
2161,171_81_S,S
2162,1471_704_B,B
2163,585_283_S,S
2164,891_420_B,B
2165,1064_497_S,S
2166,1228_577_S,S
2167,1453_694_B,B
2168,1209_568_B,B
2169,618_294_S,S
2170,787_366_B,B
2171,302_142_S,S
2172,2110_996_B,B
2173,2397_1139_S,S
2174,2533_1216_S,S
2175,591_285_B,B
2176,2514_1206_B,B
2177,1186_560_B,B
2178,1906_902_S,S
2179,2179_1028_S,S
2180,1603_767_S,S
2181,2443_1163_B,B
2182,1072_502_B,B
2183,749_347_B,B
2184,1597_766_S,S
2185,1674_798_S,S
2186,2568_1238_B,B
2187,2431_1157_S,S
2188,1869_889_B,B
2189,2128_1005_S,S
2190,2385_1135_S,S
2191,1259_591_B,B
2192,1130_532_B,B
2193,1577_757_S,S
2194,2538_1218_B,B
2195,2302_1085_B,B
2196,1588_764_B,B
2197,327_156_S,S
2198,308_145_S,S
2199,786_365_B,B
2200,270_126_B,B
2201,2069_975_B,B
2202,943_447_B,B
2203,1404_668_B,B
2204,2037_959_S,S
2205,2573_1239_S,S
2206,428_211_B,B
2207,2113_998_S,S
2208,2348_1113_B,B
2209,1669_797_S,S
2210,1080_508_B,B
2211,1989_936_B,B
2212,1630_778_S,S
2213,1144_540_B,B
2214,2407_1145_B,B
2215,705_331_S,S
2216,2292_1081_B,B
2217,1554_745_S,S
2218,738_343_B,B
2219,294_138_S,S
2220,1508_721_S,S
2221,1736_824_B,B
2222,2264_1068_S,S
2223,513_251_B,B
2224,372_183_B,B
2225,2481_1184_S,S
2226,815_378_S,S
2227,2149_1014_B,B
2228,401_199_B,B
2229,413_204_S,S
2230,847_393_S,S
2231,2270_1071_B,B
2232,888_419_S,S
2233,1401_666_B,B
2234,2032_957_S,S
2235,1201_564_B,B
2236,99_49_B,B
2237,1729_820_B,B
2238,1234_580_B,B
2239,1930_913_S,S
2240,1019_476_S,S
2241,599_289_B,B
2242,1249_585_B,B
2243,2163_1022_S,S
2244,263_123_B,B
2245,1107_520_B,B
2246,1216_573_S,S
2247,796_371_B,B
2248,1030_481_B,B
2249,1860_886_B,B
2250,790_368_S,S
2251,1847_880_B,B
2252,2332_1105_S,S
2253,466_229_S,S
2254,1464_699_S,S
2255,2435_1158_B,B
2256,1037_484_B,B
2257,621_295_S,S
2258,2073_979_S,S
2259,1783_845_S,S
2260,1389_660_B,B
2261,1991_937_B,B
2262,1485_711_B,B
2263,514_252_S,S
2264,655_307_S,S
2265,95_48_S,S
2266,1694_807_S,S
2267,1803_860_B,B
2268,976_463_B,B
2269,597_287_B,B
2270,923_437_S,S
2271,437_217_S,S
2272,1489_712_S,S
2273,1416_673_B,B
2274,2579_1240_S,S
2275,1993_938_B,B
2276,2527_1214_S,S
2277,858_400_B,B
2278,1886_897_S,S
2279,268_125_S,S
2280,2549_1226_S,S
2281,310_146_B,B
2282,2257_1065_S,S
2283,2491_1190_B,B
2284,115_56_B,B
2285,1540_739_S,S
2286,1745_829_S,S
2287,8_3_S,S
2288,220_102_B,B
2289,781_364_B,B
2290,759_351_S,S
2291,2306_1088_B,B
2292,1985_933_B,B
2293,2552_1227_B,B
2294,1452_693_B,B
2295,1966_928_S,S
2296,570_275_S,S
2297,755_350_S,S
2298,1376_651_B,B
2299,1607_768_B,B
2300,1050_489_S,S
2301,482_235_S,S
2302,264_124_S,S
2303,900_425_S,S
2304,1028_479_B,B
2305,443_220_S,S
2306,2353_1116_S,S
2307,671_314_S,S
2308,2111_997_S,S
2309,387_191_B,B
2310,1287_606_S,S
2311,1300_613_S,S
2312,1870_890_S,S
2313,1251_586_S,S
2314,720_338_S,S
2315,2446_1165_S,S
2316,1665_794_B,B
2317,1713_816_S,S
2318,584_282_B,B
2319,2357_1119_B,B
2320,1073_503_S,S
2321,76_37_B,B
2322,665_312_B,B
2323,1078_507_S,S
2324,156_76_S,S
2325,1468_702_B,B
2326,1143_539_B,B
2327,2508_1202_B,B
2328,2483_1185_B,B
2329,1187_561_S,S
2330,1637_782_B,B
2331,1411_670_S,S
2332,122_60_S,S
2333,489_237_B,B
2334,123_60_S,S
2335,375_184_S,S
2336,2375_1129_S,S
2337,13_5_S,S
2338,711_335_S,S
2339,2026_955_B,B
2340,669_313_B,B
2341,218_100_B,B
2342,2244_1059_S,S
2343,939_445_S,S
2344,1092_515_S,S
2345,1021_476_B,B
2346,932_441_S,S
2347,2002_942_B,B
2348,689_322_B,B
2349,1793_853_B,B
2350,182_85_B,B
2351,520_253_B,B
2352,1137_535_S,S
2353,1496_716_S,S
2354,1804_861_B,B
2355,1775_840_B,B
2356,2133_1006_S,S
2357,702_329_S,S
2358,1_1_S,S
2359,704_330_B,B
2360,1066_498_S,S
2361,861_401_B,B
2362,1145_541_S,S
2363,1338_633_B,B
2364,321_152_B,B
2365,2098_991_S,S
2366,2146_1011_B,B
2367,104_53_S,S
2368,1983_933_S,S
2369,1571_753_B,B
2370,1805_862_B,B
2371,112_55_S,S
2372,105_53_S,S
2373,1405_669_S,S
2374,1618_773_S,S
2375,24_12_B,B
2376,546_264_S,S
2377,562_273_S,S
2378,908_429_S,S
2379,820_381_S,S
2380,1349_637_B,B
2381,2056_969_S,S
2382,2400_1140_S,S
2383,1564_749_B,B
2384,925_437_B,B
2385,56_25_B,B
2386,256_121_S,S
2387,834_387_B,B
2388,2335_1106_S,S
2389,1795_855_B,B
2390,271_127_S,S
2391,526_255_B,B
2392,1576_756_B,B
2393,1589_765_S,S
2394,537_260_S,S
2395,1855_884_S,S
2396,1131_533_S,S
2397,2192_1035_B,B
2398,1172_553_S,S
2399,1681_800_S,S
2400,1260_592_S,S
2401,1094_515_B,B
2402,2072_978_B,B
2403,1377_652_B,B
2404,2345_1113_S,S
2405,2427_1156_S,S
2406,2295_1082_B,B
2407,313_148_S,S
2408,743_344_B,B
2409,70_34_S,S
2410,2088_985_S,S
2411,1232_579_S,S
2412,1511_721_B,B
2413,71_34_S,S
2414,1342_635_S,S
2415,109_54_S,S
2416,837_390_S,S
2417,1719_817_B,B
2418,1809_865_S,S
2419,1192_562_S,S
2420,2079_981_B,B
2421,90_46_S,S
2422,636_301_S,S
2423,2018_951_B,B
2424,2243_1058_B,B
2425,802_374_S,S
2426,2450_1166_B,B
2427,91_46_S,S
2428,2234_1053_B,B
2429,855_397_B,B
2430,1841_879_S,S
2431,1663_794_S,S
2432,2505_1200_B,B
2433,2522_1210_S,S
2434,21_9_B,B
2435,278_128_S,S
2436,1585_762_B,B
2437,1235_581_S,S
2438,2222_1049_S,S
2439,2184_1029_B,B
2440,1942_920_B,B
2441,870_409_S,S
2442,1296_611_S,S
2443,2425_1155_S,S
2444,1972_931_S,S
2445,1861_887_S,S
2446,343_168_S,S
2447,1129_532_S,S
2448,284_131_S,S
2449,2408_1146_S,S
2450,1956_926_S,S
2451,2189_1032_B,B
2452,395_197_B,B
2453,663_312_S,S
2454,530_258_S,S
2455,2084_984_S,S
